Timestamp,Elapsed_Seconds,RSS_MB,VMS_MB,Memory_Percent,CPU_Percent_1s,CPU_Time_Seconds,Status
2025-06-04T11:11:24.307814,0.0,0.0,400449.2,0.0,0.0,0.00,running
2025-06-04T11:11:24.809022,0.5,61.5,401181.3,0.4,68.7,0.34,running
2025-06-04T11:11:25.314219,1.0,137.6,401651.0,0.8,75.6,0.73,running
2025-06-04T11:11:25.816140,1.5,158.3,401784.0,1.0,10.7,0.78,running
2025-06-04T11:11:26.316881,2.0,159.4,402332.0,1.0,5.7,0.81,running
2025-06-04T11:11:26.818289,2.5,159.4,402332.0,1.0,0.0,0.81,running
2025-06-04T11:11:27.321977,3.0,159.4,402332.0,1.0,0.0,0.81,running
2025-06-04T11:11:27.827639,3.5,159.4,402332.0,1.0,0.0,0.81,running
2025-06-04T11:11:28.330831,4.0,159.4,402332.0,1.0,0.0,0.81,running
2025-06-04T11:11:28.835605,4.5,159.4,402332.0,1.0,0.0,0.81,running
2025-06-04T11:11:29.338119,5.0,159.4,402332.0,1.0,0.0,0.81,running
2025-06-04T11:11:29.843324,5.5,159.4,402332.0,1.0,0.0,0.81,running
2025-06-04T11:11:30.344925,6.0,159.6,402331.5,1.0,1.4,0.82,running
2025-06-04T11:11:30.846496,6.5,159.6,402331.5,1.0,0.0,0.82,running
2025-06-04T11:11:31.351627,7.0,159.6,402331.5,1.0,0.0,0.82,running
2025-06-04T11:11:31.853303,7.5,159.6,402331.5,1.0,0.0,0.82,running
2025-06-04T11:11:32.356271,8.0,159.7,402331.5,1.0,1.8,0.83,running
2025-06-04T11:11:32.858681,8.6,159.8,402331.5,1.0,0.9,0.83,running
2025-06-04T11:11:33.363914,9.1,159.8,402331.5,1.0,0.0,0.83,running
2025-06-04T11:11:33.867322,9.6,159.8,402331.5,1.0,0.0,0.83,running
2025-06-04T11:11:34.369207,10.1,159.8,402331.5,1.0,0.0,0.83,running
2025-06-04T11:11:34.870788,10.6,159.0,402331.5,1.0,0.0,0.83,running
2025-06-04T11:11:35.373746,11.1,158.2,402331.5,1.0,0.0,0.83,running
