Timestamp,Elapsed_Seconds,RSS_MB,VMS_MB,Memory_Percent,CPU_Percent_1s,CPU_Time_Seconds,Status
2025-06-04T11:11:35.879383,11.6,157.8,402331.5,1.0,0.0,0.83,running
2025-06-04T11:11:36.382855,12.1,157.6,402331.5,1.0,0.0,0.83,running
2025-06-04T11:11:36.884111,12.6,157.0,402331.5,1.0,0.0,0.83,running
2025-06-04T11:11:37.386071,13.1,142.5,402331.5,0.9,0.0,0.83,running
2025-06-04T11:11:37.891132,13.6,138.2,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:38.392410,14.1,136.8,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:38.893570,14.6,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:39.394302,15.1,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:39.899259,15.6,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:40.401490,16.1,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:40.906828,16.6,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:41.409660,17.1,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:41.911124,17.6,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:42.416556,18.1,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:42.919632,18.6,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:43.422503,19.1,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:43.927549,19.6,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:44.430931,20.1,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:44.935539,20.6,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:45.437996,21.1,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:45.942723,21.6,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:46.447883,22.1,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:46.951231,22.6,123.1,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:47.452460,23.1,123.5,402331.5,0.8,0.9,0.83,running
2025-06-04T11:11:47.953502,23.6,123.5,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:48.455267,24.1,123.4,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:48.960606,24.7,123.4,402331.5,0.8,0.0,0.83,running
2025-06-04T11:11:49.465115,25.2,123.4,402331.5,0.8,1.3,0.84,running
2025-06-04T11:11:49.970384,25.7,123.6,402331.5,0.8,1.7,0.85,running
2025-06-04T11:11:50.475760,26.2,123.3,402331.5,0.8,0.0,0.85,running
2025-06-04T11:11:50.978219,26.7,123.3,402331.5,0.8,0.0,0.85,running
2025-06-04T11:11:51.479167,27.2,123.3,402331.5,0.8,0.0,0.85,running
2025-06-04T11:11:51.984837,27.7,123.3,402331.5,0.8,0.0,0.85,running
2025-06-04T11:11:52.485842,28.2,123.3,402331.5,0.8,0.0,0.85,running
2025-06-04T11:11:52.991245,28.7,123.3,402331.5,0.8,0.0,0.85,running
2025-06-04T11:11:53.496512,29.2,123.3,402331.5,0.8,0.0,0.85,running
2025-06-04T11:11:53.997407,29.7,123.3,402331.5,0.8,0.0,0.85,running
2025-06-04T11:11:54.502835,30.2,122.0,402331.5,0.7,0.0,0.85,running
2025-06-04T11:11:55.005211,30.7,122.0,402331.5,0.7,0.0,0.85,running
2025-06-04T11:11:55.510491,31.2,122.0,402331.5,0.7,0.0,0.85,running
2025-06-04T11:11:56.014752,31.7,122.0,402331.5,0.7,0.0,0.85,running
2025-06-04T11:11:56.517591,32.2,122.0,402331.5,0.7,0.0,0.85,running
2025-06-04T11:11:57.018804,32.7,122.0,402331.5,0.7,0.0,0.85,running
2025-06-04T11:11:57.520671,33.2,122.0,402331.5,0.7,0.0,0.85,running
2025-06-04T11:11:58.023937,33.7,122.0,402331.5,0.7,0.0,0.85,running
2025-06-04T11:11:58.527336,34.2,122.0,402331.5,0.7,0.0,0.85,running
2025-06-04T11:11:59.031684,34.7,122.0,402331.5,0.7,0.0,0.85,running
2025-06-04T11:11:59.533354,35.2,122.0,402331.5,0.7,0.6,0.85,running
2025-06-04T11:12:00.035573,35.7,122.0,402331.5,0.7,0.0,0.85,running
2025-06-04T11:12:00.539498,36.2,122.0,402331.5,0.7,0.0,0.85,running
2025-06-04T11:12:01.044523,36.7,122.0,402331.5,0.7,0.0,0.85,running
2025-06-04T11:12:01.549025,37.2,122.2,402331.5,0.7,1.7,0.86,running
2025-06-04T11:12:02.054673,37.7,122.4,402331.5,0.7,2.2,0.87,running
2025-06-04T11:12:02.560875,38.3,122.4,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:03.066727,38.8,122.4,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:03.568707,39.3,122.4,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:04.070051,39.8,122.4,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:04.572154,40.3,122.4,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:05.078183,40.8,122.2,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:05.579308,41.3,122.2,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:06.084794,41.8,122.2,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:06.589704,42.3,122.2,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:07.092698,42.8,122.2,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:07.598550,43.3,122.2,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:08.102582,43.8,122.2,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:08.605853,44.3,122.2,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:09.111672,44.8,122.2,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:09.615069,45.3,122.2,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:10.116692,45.8,122.2,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:10.620902,46.3,122.2,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:11.126793,46.8,122.2,402331.5,0.7,0.0,0.87,running
2025-06-04T11:12:11.629290,47.3,122.2,402331.5,0.7,0.0,0.87,running
